id,Durchmesser,Hoehe,Gewicht,Qualitaet,Fehler,Farbreinheit,ShineScore,Ionisationsfaktor,Fluxkomensation,Gammawert,XKlasse,Warpfaktor,LScore
121,9.49404253788574,22.7912624594122,227.122961403986,1.37720615101981,Ausschuss,0.8408810547553,17.119845778224,23.8615453100183,521.136259750734,530.862204132747,II,257.174972951359,schlecht
126,10.7126663070514,21.5488630877724,244.508786838599,1.3335845055843,Ausschuss,0.86151660582982,17.0668483778082,21.9049191370235,465.683249462038,473.657539269345,IV,274.726359042107,schlecht
130,9.67572972775368,23.4767439342174,237.085042456816,1.42751480377248,Ausschuss,0.43073419178836,8.19561938805569,25.3514461472305,552.880633258988,562.173647001429,IV,272.08646897621,schlecht
134,8.48160591821321,24.5168914692724,217.980910972497,1.3968118270632,Ausschuss,0.607057371875271,12.0608416613789,26.6601076375865,601.99639314958,606.590792584653,II,253.372475297035,schlecht
136,8.46355017646241,24.9489649087976,210.352464530321,1.53143824910739,Ausschuss,0.323189681163058,6.4937560455429,27.0626685698557,621.182723265775,629.754487281719,IV,245.093280467801,schlecht
138,9.47172009555499,25.1241245801713,242.862154368161,1.47707171593241,Ausschuss,0.707807769067585,14.1164262769271,26.1471945911105,628.788955331573,642.079460691347,II,277.147369007772,schlecht
140,9.94310322215261,22.1669868475896,226.012428694332,1.44268259787704,Ausschuss,0.688598789041862,14.0140236420723,23.300883868183,493.381311961661,501.087898606794,III,258.403259989231,schlecht
143,8.335027563788,24.7791311251289,195.492637095401,1.67696835986877,Ausschuss,0.918778432533145,18.4989178399695,25.936356954591,616.999387846417,620.96398105096,IV,233.904964026891,schlecht
145,8.88407989495716,24.4774070174225,205.94152051423,1.70108142737512,Ausschuss,0.00226904102601111,0.18586115062819,26.5087644077057,597.907466205711,605.254546014691,III,240.022559125806,schlecht
146,9.24918099880655,23.4120241620531,216.520608202567,1.52504527761783,Ausschuss,0.141717662336305,2.8893309954668,25.3443672587085,548.70693048281,556.975633169377,II,250.585996885976,schlecht
147,12.0871665456283,25.3974489290028,324.407824833051,1.30565779995401,Ausschuss,0.343268461758271,6.70544498337802,27.6302988381097,642.22635646302,655.607998908845,I,362.863310266853,gut
149,8.71369946956568,21.9547976410484,197.898584806447,1.44077954141819,Ausschuss,0.488541068509221,9.83698664268107,20.4806889879954,483.561730144592,492.92673196628,I,227.472884581936,schlecht
150,8.35939446558142,24.6866083958279,208.184585484803,1.49641053974081,Ausschuss,0.518733296077698,10.3651385166083,24.0445872152637,606.503439716114,617.366715300535,I,236.913615834688,schlecht
151,10.4501871012727,21.8641390329266,216.592811528274,1.68934468610586,Ausschuss,0.692905169911683,13.916684280034,17.6180757944845,480.503825743027,490.168740885443,III,250.040285505713,schlecht
154,9.0706378525463,26.2003648688051,243.410122691948,1.46221243974897,Ausschuss,0.619965560967103,12.2428164278865,25.51554842127,687.71317762488,696.217942158007,I,279.873590165442,schlecht
155,8.51253968985852,26.735420915527,215.474296779778,1.6658957403534,Ausschuss,0.957840707851574,19.2520222666935,27.65507048332,713.130295515031,725.115351272658,II,249.993018371473,schlecht
156,8.92480770338432,28.1973773742257,247.339387750374,1.58926771698527,Ausschuss,0.963140180334449,19.2633639163444,24.8969327291257,791.933390868348,806.355179422844,I,283.653414949683,schlecht
158,9.37873330520318,22.7740391790723,233.493306721062,1.26806413135669,Ausschuss,0.469155551167205,9.34633049423325,21.8865885988104,518.665194309471,530.325236792887,III,266.125140460283,schlecht
159,8.61557315261551,22.5270483449086,222.07565135587,1.16418656606649,Ausschuss,0.659192827064544,13.2738835741328,22.6115615819318,507.07923161784,515.473521051194,III,247.545724232937,schlecht
165,9.38075695176885,26.2256960147555,239.417474727924,1.6120420797042,Ausschuss,0.632924067322165,12.8369060666742,23.4511596532763,687.81520009914,695.094525392533,I,276.078736622167,schlecht
166,12.2061024645405,25.5998115088129,316.658921706811,1.50676529474402,Ausschuss,0.352118317503482,6.9505541755995,25.1735082751037,656.721396207202,669.361473467861,IV,353.36225612385,gut
168,8.57550534978719,26.1323984361715,232.374802878163,1.41563709396612,Ausschuss,0.0685250733513385,1.0662313483445,24.5301520671919,683.993914427315,688.121718822577,IV,267.388427418149,schlecht
170,10.2075383392323,23.6157012198234,246.153087127334,1.47364859893987,Ausschuss,0.338129735318944,6.72298970118079,22.414840859457,558.491410500883,570.620644132673,III,282.761922693669,schlecht
183,10.2199248036607,29.2600734241196,318.419695479046,1.28727035078726,Ausschuss,0.295445842901245,5.70402811669722,28.991019035053,855.282763767685,867.358739600157,II,359.609811234547,gut
186,9.84124539528398,24.2821044532378,242.346847254761,1.4975883553289,Ausschuss,0.276950653409585,5.74812786998029,23.4781947853498,589.891258664379,600.717776869846,III,276.920287487071,schlecht
188,9.23391800039533,24.2263911449845,222.647898204881,1.56369829180039,Ausschuss,0.851150401635095,17.1190611034581,24.04277077918,590.408822574758,599.059176827142,IV,258.335371160248,schlecht
189,9.56978824607145,26.4855583287144,240.583981172741,1.7089487176685,Ausschuss,0.319157601334155,6.52233395431457,25.3530876843987,700.882793782575,712.976427573553,IV,278.969504568154,schlecht
190,9.07389050262256,24.9435414665925,220.622884510327,1.6092925761644,Ausschuss,0.760800009593368,15.0977024520916,27.8538946001665,618.672654045236,631.323845243821,II,259.079810815095,schlecht
191,9.82289603856346,25.474610134914,243.698691758515,1.63037590670754,Ausschuss,0.7951191496104,15.4939236262005,21.0402591819429,651.125569344496,657.696438008008,III,277.61736547372,schlecht
192,10.4020117794863,23.383050006042,227.231844782962,1.74417626891103,Ausschuss,0.136233801953495,2.80538005871197,24.4198837241587,546.820163026038,555.801866877693,III,261.557131613998,schlecht
193,9.26825182688039,25.0338943156709,244.771695169798,1.33445366690363,Ausschuss,0.700718861073256,13.6939698142763,22.4880032193509,627.711035597467,634.122866156562,IV,277.840568670695,schlecht
197,11.4411577068443,25.489977361374,311.532335210387,1.24441181186008,Ausschuss,0.604148697573692,11.9900651527504,24.8469760913771,651.25135965657,664.261937344043,IV,345.665759999708,gut
198,8.98415253469535,22.503154568797,188.557626454997,1.71942322391667,Ausschuss,0.00936143798753619,0.167750375235508,24.2312242821077,508.018566480337,514.810978565863,II,221.901773434003,schlecht
201,10.4094018396509,22.7444719615989,212.384377544636,1.84994151429867,Ausschuss,0.754475908121094,14.9170366921587,20.9862268122555,520.335193928463,528.955011123767,IV,247.033201694644,schlecht
203,11.586588433442,25.4139653659425,306.1236052539,1.36849833661592,Ausschuss,0.569285243749619,11.4217398552143,25.032424170342,647.412948759928,657.03847787209,II,346.123421595599,gut
204,9.66909219931723,22.1024389464675,219.732030322768,1.43815866219196,Ausschuss,0.535374645376578,10.5145416881201,23.3861244694272,488.210145140065,500.753412406617,I,252.60984050847,schlecht
205,7.71476446470753,24.194617503035,177.652503895802,1.66923777717786,Ausschuss,0.759567034896463,15.3909899774735,21.8688413023046,579.100702970547,591.962759730913,IV,208.49502425654,schlecht
210,10.5101084229529,22.4210720421304,242.576420295528,1.45892096192124,Ausschuss,0.323160512605682,6.74951468596276,24.2686867847117,504.96996223661,518.404186269579,III,277.111861970369,schlecht
213,9.59975325602236,24.2052509738511,232.624163706291,1.51902322074627,Ausschuss,0.593883281107992,11.6917113873119,26.3313251063528,584.952980243188,595.085045784445,I,270.301469097237,schlecht
215,10.9878382674549,25.6055700573062,284.626977756842,1.50823566717657,Ausschuss,0.937281368533149,18.290155478264,26.6478676961118,653.76020751385,664.849430811629,II,322.722257771953,mittel
218,8.74671024439231,25.4324873195547,226.272914373368,1.46636637342194,Ausschuss,0.631074950797483,12.4653703774644,26.0961252473552,646.49745393119,660.882651709114,IV,259.434981115788,schlecht
223,9.36969966607185,25.7022898113306,247.833919984615,1.42434043552193,Ausschuss,0.0804879406932741,1.42546912231755,21.3493694568743,661.795964338374,673.155951661833,II,282.109498068569,schlecht
225,8.84342763736415,28.0255025208176,245.484836997724,1.54119378034544,Ausschuss,0.485390993533656,9.62568778742683,28.8552710993228,782.755839327912,790.108808540925,III,280.658551502202,schlecht
231,9.01417329959071,21.4570565853236,194.642424953054,1.48508530903229,Ausschuss,0.612222027499229,12.3436605729232,22.5963428836423,462.604490803203,468.221890169174,II,226.456893015334,schlecht
235,9.94027672395739,22.8577848664609,244.015335990404,1.30435387762429,Ausschuss,0.645900041097775,12.7289651429995,25.16403940783,524.986733706775,533.9954492057,IV,273.224404464758,schlecht
239,11.0967770442742,21.8364987353888,233.55184625249,1.62067836516913,Ausschuss,0.842435033293441,17.0743343390872,18.4164553960978,472.808317908496,488.928663170338,III,269.81094904638,schlecht
240,9.99465597172183,22.817469194337,212.587178012954,1.72991516800177,Ausschuss,0.906751272501424,18.1656058177644,21.874807409429,520.252588611773,530.207444885577,II,250.33080215373,schlecht
243,10.2234804149153,22.6970525427552,234.555278326058,1.4992303335552,Ausschuss,0.0075383223593235,0.0650748584856113,21.3862462654468,512.683036551482,522.51117211795,III,268.509437084318,schlecht
246,7.99983505521452,26.4747524640362,215.594379864442,1.48555125637756,Ausschuss,0.476908879354596,9.1591840759073,29.4593629336404,701.904860226759,707.015844049064,II,250.523107571553,schlecht
251,10.1362218931028,23.2217497901498,234.510051917593,1.54209995415728,Ausschuss,0.423019221052527,8.35226399306477,24.3940107741636,544.133405531295,551.422126201107,IV,267.549910723863,schlecht
257,7.59690378510813,26.9054273611378,214.249488729032,1.39786284037006,Ausschuss,0.818032887531444,16.3279973031144,23.9944010074969,721.423404480174,732.689289666206,I,247.731223191095,schlecht
264,10.8574097780798,27.7032587113776,301.904846894179,1.50598535018301,Ausschuss,0.550666727591306,10.8986548710195,30.0510231100761,770.633926368235,775.537705781382,II,341.503020255745,gut
266,10.2700549009372,24.951877432766,242.290960708538,1.70826303070986,Ausschuss,0.41354477358982,8.25091707432133,22.2105071715843,623.030697250016,629.725096128577,I,276.996391456162,schlecht
269,9.66896702112099,21.0560849895938,201.533822792477,1.56916664766521,Ausschuss,0.356349792564288,6.81483886387602,20.1495765800395,443.621000678625,454.452138089987,II,230.77209113877,schlecht
270,9.06017067348998,23.6216287212347,211.126651678551,1.57569719686436,Ausschuss,0.106199012603611,1.97461022362222,26.0868991614984,558.399092396053,568.126700661024,IV,241.904614659356,schlecht
271,9.74106741688122,23.4874528167907,222.676332162642,1.59466307870233,Ausschuss,0.700507954927161,14.1755035775558,25.1803658022344,551.27671240526,562.575612917009,I,255.6218447521,schlecht
272,10.3943791682216,22.7741821222891,244.609399500626,1.44443181148845,Ausschuss,0.0510958761442453,0.895106826777744,23.9305282419213,518.600499334346,527.901408036324,IV,275.647042861726,schlecht
274,12.6491668810949,23.6418070470648,301.539885135024,1.50019503653137,Ausschuss,0.789898701012135,15.2282868511748,23.8550915785967,559.873378516903,572.403579347032,III,342.541937584154,gut
276,11.1302072674549,23.5137270575656,282.015105424257,1.26258406620659,Ausschuss,0.264071021229029,5.39335018708408,21.3468215287409,550.19754760984,565.289144711324,I,316.986543909045,mittel
277,7.71087602015989,26.0749267813989,197.564967415062,1.57248527855425,Ausschuss,0.758106823312119,15.2031305191149,26.7384015436331,679.318622904937,686.021384894276,IV,237.870811466506,schlecht
281,10.398130155452,21.7322971415914,244.496538320633,1.2924753657113,Ausschuss,0.109940312802792,2.30135518954797,20.2903587232731,470.125441038603,479.399965278181,IV,276.767688667796,schlecht
282,9.59247142073023,24.3256561094441,234.454517655634,1.51094751022406,Ausschuss,0.0201488656457514,0.250460074054305,27.3511979343735,591.624288165929,600.598842288876,III,266.84981511059,schlecht
285,9.41938569575946,24.3951586590183,245.921310512103,1.3164829048847,Ausschuss,0.904300864553079,17.9415652391199,19.6062017848133,593.319520908077,607.778666017131,III,281.441646639819,schlecht
289,10.4337021495452,22.2967742717948,240.331499661336,1.43322333869652,Ausschuss,0.988447145791724,19.5638116142968,20.80615890754,497.007003816561,506.407019523154,I,275.033099300009,schlecht
292,10.3763702917746,24.1237749427959,248.804449613423,1.56127252544484,Ausschuss,0.933312673820183,18.6606509172564,23.0129535364474,578.84352665555,590.018243073369,I,285.194595878556,schlecht
294,8.57374265761746,24.1477963994127,211.391264679153,1.48359354609335,Ausschuss,0.519021183717996,10.3368822821803,26.0185557577813,586.705650374532,591.61604901729,III,243.94492750946,schlecht
297,10.7655989991579,22.9916044346768,236.825859501872,1.68390376437305,Ausschuss,0.764478645054623,15.4687341664989,22.519217874307,527.15475029936,537.757848583508,I,266.121200825328,schlecht
298,10.955136676909,27.4804186610489,312.70492317187,1.36776003188336,Ausschuss,0.291538654593751,5.78281614250259,26.4441787602918,759.805553756311,770.454662015274,III,350.662091082122,gut
299,9.94943429855773,20.8479772319119,208.62357685735,1.51597905955131,Ausschuss,0.46670584124513,9.43501891190801,24.5447706854717,435.635278237865,445.001946351233,III,237.0458846883,schlecht
300,9.69418458023303,22.8701455259413,213.290135945374,1.6468597841141,Ausschuss,0.455952360294759,9.54531473974998,23.7530998466985,522.908483098469,534.096147268472,I,244.214630446813,schlecht
302,8.95270185093871,25.2890252158912,244.87213588886,1.31068947667711,Ausschuss,0.684945035725832,13.750365428007,27.3638583277285,641.347383661379,646.16630260058,II,280.141709981271,schlecht
303,11.9713373862242,24.5819965365013,314.655153841408,1.25955066355414,Ausschuss,0.752475523157045,14.9978697975863,26.3167047318463,602.657889343831,613.671516489996,IV,348.654332752883,gut
304,9.61636789371164,24.0798443103162,242.132709590576,1.38811811740389,Ausschuss,0.16723295673728,3.14288487396714,23.9745555038025,583.091252313745,590.723620903109,IV,275.600614902507,schlecht
309,8.97545152046554,24.0476368525597,232.266712645667,1.33215909205645,Ausschuss,0.500504402443767,9.97164397150887,22.0270078841457,579.846542661515,588.549978739444,III,262.605037282388,schlecht
310,10.3230065030224,22.5927981523398,227.36207650496,1.60335387069192,Ausschuss,0.918448325013742,18.3799839393322,23.3598574364962,511.217002072775,522.096622973341,III,263.315998527355,schlecht
316,11.0691614606768,27.1796603155023,304.889413175487,1.49119164643754,Ausschuss,0.909955092472956,18.4824233430835,28.7738560534174,737.941172709002,750.788403451127,I,343.521524490954,gut
319,8.70585999617916,26.1523020067647,217.260369778893,1.67256243094334,Ausschuss,0.545961624477059,10.8672971573571,28.795304642646,685.578544422653,691.950732589203,II,250.425550523971,schlecht
320,10.4943128360149,23.7524121697439,237.77380344652,1.67244254922453,Ausschuss,0.976139891659841,19.4795483938632,24.4260836315966,563.212482280036,573.169393817104,II,272.306351511603,schlecht
321,11.3079015201141,22.1975670468218,243.293601717067,1.63173976119185,Ausschuss,0.535520378733054,11.2081500603836,22.354542896056,489.158614264027,500.649755487619,I,279.5339359279,schlecht
322,11.4970410094028,27.9818237447803,330.417090292569,1.41578839914221,Ausschuss,0.260363939451054,5.0573031615661,26.9195868804009,781.867703521818,794.363511700922,IV,369.678247471169,gut
323,10.8147027308974,21.9597733526654,240.274095524594,1.49248911536934,Ausschuss,0.602971150074154,11.9401611814074,22.5867645130107,482.01609230864,489.619273767006,II,270.920137813034,schlecht
324,8.13021120979739,24.3749956936845,215.020383111327,1.31742344909661,Ausschuss,0.105596935842186,2.28755707984614,22.6159163924299,594.465422712161,606.699726141844,IV,250.889716243203,schlecht
325,10.4820295041238,23.4483156273009,246.6662339139,1.5157650930697,Ausschuss,0.951136506861076,18.8146719830627,24.1361334720482,549.873773179997,560.523356008238,IV,280.333500048441,schlecht
326,10.4561356033012,29.0312670126702,309.920234511557,1.4349150651148,Ausschuss,0.152406567474827,3.16012340950942,26.9777874081376,842.230319042399,852.895477147311,III,352.066295302167,gut
327,9.64659971417009,24.1761515340552,238.057256978187,1.45937751549971,Ausschuss,0.284179259557277,5.76605699330411,22.5445639429439,585.93201104767,593.303401468367,I,271.864897160262,schlecht
328,10.170489470948,21.8861723714088,223.710654988315,1.52356871842145,Ausschuss,0.674027715111151,13.745131594335,21.9511941531945,476.595985513148,485.554295103994,IV,255.687602741857,schlecht
331,9.6728989853469,23.5254175046567,215.215133646644,1.68839756482589,Ausschuss,0.241501340409741,4.47544759559134,24.5759599334089,551.899328007474,564.43666437286,II,249.778528986267,schlecht
332,8.43091781485605,23.8757768033545,204.677119857122,1.50309005376253,Ausschuss,0.760728811845183,15.3578640883474,23.0920854579276,571.706199819605,580.51438269978,IV,239.922948114904,schlecht
340,9.4703044908665,24.177646616934,225.602779096764,1.56318901227123,Ausschuss,0.14535152935423,2.69603977548488,23.3783301831016,582.92986256054,596.305670017777,II,258.772808274073,schlecht
345,7.73511064351206,25.3222249257594,185.124681259593,1.64994905271509,Ausschuss,0.102755750296637,2.21705817353109,26.3910149449564,641.199801079042,646.89973027111,IV,217.133184317734,schlecht
353,10.3799626865667,30.0330084735014,321.741943927569,1.42022951041046,Ausschuss,0.166154293343425,3.5751926708187,27.0160511023311,904.296245851429,915.029681622953,III,360.755701681647,gut
359,8.08109017973016,26.2403426405885,218.576300763611,1.43304214618731,Ausschuss,0.427184732398018,8.30581972273858,25.4112206610621,688.769594918786,694.892492776048,III,254.539813921633,schlecht
361,7.40767233005401,22.9158156728627,171.334929829002,1.51342517412482,Ausschuss,0.71064983215183,14.0680542016213,23.2450795208059,525.259397566197,528.803300523184,IV,199.004662988167,schlecht
363,9.36445699896787,24.9181675753448,243.219322912834,1.39069248525847,Ausschuss,0.850698054302484,17.2894607320462,21.3025664549021,622.450810908407,631.289135083537,IV,274.969808067677,schlecht
365,9.83068166769804,25.5738111033827,231.998473507066,1.78298903126945,Ausschuss,0.443324579391629,8.73344835399665,20.5667308698449,652.401994066245,665.931005604011,I,268.758780183014,schlecht
371,9.6112777556621,23.5465742495063,227.95629845868,1.51117598072205,Ausschuss,0.0255582500249147,0.347140796531045,23.3071008287111,552.844140409748,565.406677299147,III,258.869336121001,schlecht
375,8.8323376738702,24.1848467937435,222.063872965628,1.39129198116558,Ausschuss,0.63481561653316,12.912943366835,25.5472649813752,584.167107252761,595.052881675351,I,258.639801568583,schlecht
376,9.99169098578439,31.1441106747839,300.095928207909,1.66140422535442,Ausschuss,0.719673743005842,14.1995891826861,28.5490228081855,971.155143988461,982.531419775336,IV,339.986122683948,gut
379,9.83608904326393,29.9703198459318,301.755209415051,1.44340959276902,Ausschuss,0.320797194959596,6.26792705362294,30.4361225066206,898.232258366603,913.842045276822,II,346.409891828198,gut
381,10.7625865124183,28.7630584139017,309.832220760935,1.51985473004477,Ausschuss,0.671995602780953,13.3301314714528,25.8428910702524,829.204170285641,838.807447837781,II,349.318704673145,gut
382,11.1114310807306,28.1356736057526,317.734390027054,1.4685150270448,Ausschuss,0.156743949046358,3.21149401394108,25.7761480414433,792.364854056489,799.586554939275,II,356.991445421434,gut
383,9.07679304717017,25.573351448994,237.280704442708,1.4657109743932,Ausschuss,0.610451492015272,11.934539520108,24.7817341322453,652.133071385202,664.35166339452,I,271.307021605768,schlecht
386,9.94347857547351,24.6939446450586,244.453867457543,1.56699846167423,Ausschuss,0.931323699653149,18.6862870283307,24.1922901580306,609.383412763837,620.935928368409,I,278.828723724005,schlecht
389,8.09504455441447,22.4644378935546,174.187364418499,1.62528165898473,Ausschuss,0.434815298765898,8.50384204811076,24.5815876176576,505.196692758768,511.759550572008,IV,206.146838507172,schlecht
390,9.18882984685978,24.8931256667654,228.888526778432,1.53736108430331,Ausschuss,0.159356403630227,3.24543501516393,25.389296227834,621.05761881427,629.711418173099,III,264.180439821293,schlecht
391,11.3240043212996,27.0737532092052,313.235051497135,1.45053645623472,Ausschuss,0.0688669283408672,1.50727099136565,32.6888807853985,734.350726788276,741.457398780758,IV,352.740184078096,gut
392,10.6156368493027,23.0613040104076,244.40004070567,1.55978173821796,Ausschuss,0.361431546974927,7.31424292198673,22.3274568289472,533.265762190705,541.534091733577,IV,278.88599574666,schlecht
